time,Temperature,Humidity,Pressure,Altitude,Ax,Ay,Az,Gx,Gy,Gz,Bx,By,Bz
0.277238130569458,23.08203125,71.60940062991438,1000.3348832980934,108.06918341512436,0.06943184814453125,-1.1827356201171875,-10.175357055664062,-0.009059724610687023,-0.0013323124427480919,-0.005595712259541985,-19.8,20.849999999999998,6.0
0.5543739795684814,23.1986328125,71.56245855083222,1000.3726632993776,107.80410505821595,0.086191259765625,-1.177947216796875,-10.216058483886718,-0.013856049404580155,-0.007460949679389314,0.0005329249770992366,-21.45,21.45,4.95
0.7821314334869385,23.2697265625,71.26624887524183,1000.366160561522,108.02461866600994,0.00718260498046875,-1.2018892333984375,-10.184933862304687,-0.006661562213740459,0.0010658499541984733,-0.003730474839694657,-21.3,22.349999999999998,5.25
1.0122509002685547,23.3154296875,71.54711081957865,1000.3599724461961,107.8779656860853,0.07422025146484375,-1.158793603515625,-10.180145458984374,-0.0061286372366412215,-0.003730474839694657,-0.0061286372366412215,-19.8,22.8,5.55
1.2427430152893066,23.340625,71.5812691367375,1000.3399434887159,108.0602845422402,0.028730419921875,-1.1707646118164061,-10.12507882080078,-0.00959264958778626,-0.004529862305343512,-0.002398162396946565,-20.55,21.599999999999998,5.25
1.472595453262329,23.345703125,71.56564445512792,1000.3167877648987,108.16373657019385,0.13168109130859373,-1.1947066284179686,-10.120290417480469,-0.00479632479389313,-0.0002664624885496183,-0.003730474839694657,-19.2,22.5,3.9
1.7026660442352295,23.35078125,71.3824294354059,1000.3639455910575,108.10845921352339,0.11013327636718749,-1.1444283935546875,-10.151415039062499,-0.009326187099236643,0.0010658499541984733,-0.00799387465648855,-20.7,20.55,4.95
1.932816505432129,23.3609375,71.57194917294214,1000.3488424733779,108.10980567554958,0.086191259765625,-1.149216796875,-10.105925207519531,-0.0061286372366412215,-0.0026646248854961837,-0.004529862305343512,-20.7,22.2,4.95
2.1659958362579346,23.3609375,71.07025592290503,1000.3603411838689,108.04070882052422,0.12689268798828124,-1.2378022583007813,-10.153809240722655,-0.00799387465648855,-0.0010658499541984733,-0.004263399816793893,-21.3,21.15,4.05
2.390827178955078,23.366015625,71.42811462180777,1000.3223996970212,108.22170984737531,0.1388636962890625,-1.216254443359375,-10.137049829101562,-0.010924962030534353,-0.0010658499541984733,-0.007727412167938932,-19.8,22.349999999999998,3.75
